14,16,15,5,13,20,18,16,10,17,41,32,44,28,28,28,16,18,13,13,24,19,13,12,2
18,18,17,9,18,23,21,20,7,9,47,35,52,22,22,22,13,10,22,7,22,22,7,22,2
15,16,19,12,12,24,15,15,7,10,41,27,45,19,19,19,19,18,16,16,16,19,16,19,2
10,17,18,10,16,22,20,16,7,10,44,30,39,22,23,17,22,17,19,22,23,20,20,17,2
12,11,12,13,16,16,16,16,15,15,38,36,36,18,16,7,16,16,12,16,16,16,16,16,1
8,18,15,13,14,22,19,22,12,13,42,39,36,18,18,18,19,16,14,13,14,15,13,15,2
9,15,15,11,15,19,20,16,12,15,39,39,36,20,20,20,15,19,18,14,20,20,12,15,2
8,12,14,13,10,20,20,18,13,10,39,38,42,16,16,18,15,16,16,16,15,16,16,17,2
19,20,15,9,19,25,23,16,7,19,45,29,41,16,16,16,18,16,16,19,14,17,16,17,1
10,17,16,11,15,20,16,15,13,15,40,33,35,17,17,18,22,22,20,21,22,23,12,21,1
16,17,13,10,18,22,20,16,7,14,40,25,38,22,26,24,24,20,24,24,24,26,24,24,1
4,12,20,9,19,22,16,16,11,12,44,28,54,18,25,15,28,22,17,12,19,24,17,16,2
17,15,14,11,10,19,15,18,8,15,36,31,27,14,19,20,19,18,16,20,20,22,20,20,2
12,12,14,12,17,22,20,17,7,14,41,23,34,17,16,16,17,8,9,9,6,13,8,7,2
12,19,17,10,20,22,19,7,9,9,45,25,33,23,22,20,21,16,15,10,20,16,13,16,2
14,15,15,13,15,19,16,15,13,13,40,32,42,16,19,17,19,19,19,19,19,19,19,19,1
13,13,12,15,14,19,21,18,16,20,40,40,42,10,15,15,17,16,16,12,22,15,14,13,1
11,9,15,12,15,20,16,12,8,19,45,26,32,19,17,19,15,16,22,22,21,23,13,15,2
19,15,20,10,7,21,18,19,9,6,36,31,41,16,21,16,22,14,16,16,18,14,10,20,2
10,15,16,9,16,22,22,22,12,13,41,34,45,25,19,21,18,24,23,21,25,25,24,25,2
9,14,16,13,16,19,17,18,16,18,44,33,29,15,20,18,21,19,11,19,19,18,18,18,2
5,18,8,13,15,21,17,25,25,21,37,34,31,27,26,25,9,9,8,7,27,28,4,11,1
6,16,15,8,16,17,19,18,14,15,44,31,24,21,22,19,22,16,16,13,20,16,16,20,2
8,15,16,6,20,23,16,19,7,14,46,29,33,20,20,20,20,14,12,12,19,22,16,18,2
8,19,16,7,20,22,11,15,5,9,45,23,33,14,14,19,19,21,11,4,13,19,4,15,2
7,17,18,12,12,23,19,19,12,13,44,34,33,21,23,23,10,17,14,12,20,12,8,8,2
14,15,15,9,19,20,19,13,7,17,39,40,36,17,17,18,20,16,19,13,19,20,20,20,2
13,19,13,11,16,20,17,21,8,11,41,30,33,28,23,24,8,8,8,6,19,20,4,7,2
12,12,13,11,12,15,15,15,15,15,30,36,36,25,19,19,22,16,22,16,22,22,16,22,1
9,16,12,15,18,22,15,15,9,11,47,22,45,19,26,21,11,10,12,10,16,16,10,8,2
17,16,20,9,20,23,14,13,6,15,41,25,35,21,23,19,22,16,16,14,15,18,14,15,1
14,14,15,10,16,15,15,15,15,15,36,33,35,18,18,18,18,14,14,14,18,21,12,16,2
12,17,12,15,16,20,19,20,16,20,37,48,46,16,16,16,16,14,16,19,9,16,17,15,2
7,11,16,7,20,24,19,17,11,12,43,31,39,23,25,23,20,16,20,16,20,19,22,19,2
14,16,16,7,20,18,22,14,14,22,42,22,39,16,16,16,12,12,12,12,12,16,11,12,2
15,16,10,15,17,18,16,24,15,15,44,39,36,26,28,21,24,25,16,22,19,28,12,14,1
11,15,15,11,15,22,19,17,13,12,41,30,43,16,18,20,25,14,14,12,18,20,14,12,2
12,12,12,12,12,15,15,15,15,15,30,36,36,16,16,16,16,16,16,16,16,16,16,16,1
8,15,14,13,11,18,20,20,15,20,33,39,40,21,20,19,15,18,19,16,10,20,20,18,1
17,7,18,12,20,20,22,16,6,7,44,21,50,25,22,15,21,19,22,22,22,22,28,22,1
15,17,15,11,18,21,16,24,13,14,44,43,41,15,18,16,17,16,23,16,16,22,11,22,2
11,17,19,7,14,24,18,15,9,14,45,30,45,15,15,14,16,14,10,8,12,18,18,11,2
18,19,11,11,20,25,23,18,10,10,47,35,49,27,28,28,28,18,18,17,28,28,16,28,2
14,11,15,15,16,21,18,12,12,15,41,39,48,21,22,19,20,19,18,17,15,20,23,19,2
15,18,12,7,17,18,15,21,9,10,46,36,34,19,23,21,9,7,13,5,17,18,9,15,2
10,18,20,8,17,21,24,18,10,19,41,29,32,23,15,15,10,6,16,12,14,16,7,8,2
18,18,16,6,18,25,21,21,8,16,44,38,51,21,16,16,20,19,19,19,19,19,19,23,2
18,17,17,12,11,13,20,16,12,17,31,36,33,22,22,17,20,16,16,17,17,20,17,18,2
5,13,15,10,13,22,21,15,19,18,42,48,49,20,20,18,18,18,20,20,20,20,20,20,1
15,15,11,12,13,19,15,16,14,13,42,41,37,25,25,18,25,14,17,14,25,25,16,17,1
11,15,12,12,15,16,21,18,14,20,37,38,34,21,13,20,18,17,12,4,12,18,4,4,2
11,16,13,5,15,20,18,18,10,16,41,37,45,21,24,24,18,12,18,17,15,25,16,13,2
15,17,17,8,16,21,21,15,14,16,45,38,35,23,23,22,9,9,9,16,10,22,12,16,2
18,16,17,8,15,18,22,15,9,19,38,31,35,16,16,16,16,16,16,16,16,16,16,16,2
10,13,16,7,18,17,23,11,15,17,40,25,34,19,22,19,22,15,15,15,15,18,17,17,2
13,14,17,5,12,21,16,17,9,16,40,23,44,22,22,22,22,22,22,22,22,22,22,22,2
4,11,13,8,20,22,13,13,8,13,43,24,30,11,12,12,25,17,21,6,19,21,9,10,1
9,15,14,12,12,22,16,14,22,19,38,46,38,15,22,15,27,16,18,18,12,22,15,20,2
18,10,13,14,18,24,15,21,10,14,39,43,35,26,25,25,18,18,13,21,17,11,11,12,2
15,14,12,13,17,20,16,18,13,11,44,43,40,16,22,20,18,14,15,14,21,20,14,17,1
15,17,12,14,15,21,18,18,9,13,40,40,36,18,18,18,13,15,11,16,16,18,16,10,2
8,14,19,10,13,20,18,16,12,16,41,28,36,22,19,21,21,19,16,16,20,22,18,20,1
15,15,19,9,18,20,21,11,7,16,37,25,39,8,17,24,25,20,20,20,20,20,21,21,1
10,16,19,14,16,22,19,20,10,13,44,32,44,24,24,24,15,14,12,16,12,22,16,16,2
15,14,13,7,12,24,13,23,10,9,38,41,58,14,25,25,16,25,25,17,25,24,14,10,1
19,19,17,6,15,25,17,20,5,6,47,18,47,26,28,26,18,15,17,8,26,28,16,16,1
17,20,18,7,14,24,21,14,7,8,46,42,55,21,22,22,22,22,22,22,22,15,22,22,1
13,16,16,11,17,19,21,13,12,18,43,27,41,16,16,20,11,11,13,11,17,15,16,11,2
18,17,19,7,12,23,19,20,12,11,42,34,36,22,22,22,22,22,22,22,22,22,22,22,2
14,20,14,13,14,18,15,13,6,15,45,35,39,20,14,16,16,13,16,16,20,13,11,16,2
7,12,13,10,13,20,20,17,15,16,41,45,40,16,19,20,20,13,18,18,18,18,18,18,1
10,12,17,8,10,19,19,14,8,11,41,25,40,28,28,14,14,8,4,4,18,13,4,7,2
13,10,20,8,19,23,21,19,5,14,40,33,51,22,23,12,24,16,20,20,20,20,21,20,2
13,9,14,12,14,20,15,18,20,18,32,49,59,25,25,22,19,19,16,19,15,25,19,14,2
11,15,16,11,14,20,19,16,15,16,40,32,37,18,16,19,22,17,16,12,20,20,16,18,1
7,18,13,6,15,19,19,13,11,16,42,34,35,12,11,11,13,16,19,20,19,22,17,18,1
12,12,13,15,13,22,19,12,13,23,43,24,48,16,10,10,22,22,22,22,22,22,15,22,2
18,14,13,15,17,20,19,16,16,17,40,41,44,15,15,15,16,16,16,16,16,16,16,17,1
12,14,10,5,20,22,19,21,10,12,49,32,22,7,12,9,12,12,12,18,16,16,12,13,1
16,16,17,8,16,20,19,18,7,16,43,25,36,22,22,16,13,12,10,10,25,25,16,14,2
10,14,16,11,17,21,20,18,12,17,44,43,38,11,18,25,15,15,16,11,16,22,15,14,2
8,18,17,6,20,23,24,11,5,18,49,19,43,13,13,13,20,13,13,25,16,14,12,15,1
7,16,15,13,9,23,17,20,11,14,42,35,38,19,22,22,24,12,22,13,24,24,12,19,2
11,17,17,9,13,20,14,18,10,15,44,35,48,24,24,24,16,13,8,6,19,24,4,16,2
14,16,14,5,8,21,15,22,9,17,40,32,38,14,14,18,11,9,8,4,14,22,12,10,2
5,12,17,8,10,20,19,18,7,14,46,28,49,22,27,20,20,17,17,22,20,22,16,21,1
10,16,19,12,20,25,13,20,5,13,50,24,48,22,22,22,22,22,22,16,16,22,4,16,2
8,12,16,9,13,21,18,18,10,14,39,33,44,19,19,19,18,19,16,15,16,16,16,16,1
15,12,19,14,13,21,21,20,11,17,45,33,37,24,15,17,16,8,19,15,11,12,13,9,1
12,13,12,12,14,17,15,16,11,14,37,32,37,16,16,16,16,15,16,19,16,11,15,15,2
9,11,15,11,13,22,17,18,11,15,38,32,32,23,23,24,21,19,17,14,16,19,17,18,1
9,16,13,15,19,23,22,24,13,12,49,42,46,19,17,16,18,16,16,13,12,14,14,14,2
8,17,17,5,15,17,23,17,11,14,48,36,51,14,10,12,12,11,8,8,16,8,10,10,2
10,18,14,9,18,17,20,18,17,17,42,40,43,23,14,17,15,14,14,11,14,14,9,13,2
9,17,17,5,10,19,22,17,13,21,38,32,41,24,20,25,25,18,20,12,22,24,15,21,1
14,18,17,8,17,20,15,14,7,16,36,24,31,26,21,23,15,16,9,8,17,18,7,8,1
13,19,20,14,12,21,17,24,8,10,41,31,35,28,28,28,23,12,7,4,28,20,4,16,2
8,13,12,12,12,19,19,17,16,16,34,39,36,16,20,18,22,20,12,17,22,19,17,16,1
11,14,16,9,8,19,14,18,10,12,41,28,35,24,24,20,13,11,9,9,20,19,8,13,1
14,19,14,5,20,19,21,19,8,15,47,22,40,28,16,16,16,12,12,4,12,16,4,10,2
12,12,14,8,14,20,20,20,10,14,38,33,39,28,28,28,21,23,21,20,25,25,18,23,1
12,11,16,9,15,18,19,20,18,16,32,39,42,19,19,19,15,23,18,23,12,16,14,13,2
14,10,16,8,12,21,23,11,11,16,39,19,24,16,16,16,16,16,16,16,16,16,16,16,1
15,9,18,11,20,25,21,12,5,9,30,36,36,16,16,16,16,16,16,16,16,16,16,16,2
18,17,17,5,17,25,15,18,7,11,47,28,43,16,16,16,16,20,16,16,16,16,19,16,1
9,18,17,7,18,18,15,15,6,14,48,26,40,21,20,27,24,14,10,10,16,28,16,17,2
9,15,14,12,16,21,18,16,9,17,44,22,45,25,25,25,22,16,21,13,15,18,13,12,2
8,14,15,14,12,20,20,19,13,13,40,38,42,20,12,24,25,20,20,16,24,20,24,16,1
15,14,15,10,20,22,18,16,19,12,39,31,36,26,19,19,20,20,16,23,12,22,4,20,2
13,20,19,8,20,20,21,16,11,18,42,34,42,22,22,22,22,22,22,22,22,22,22,22,2
9,14,16,12,19,18,18,13,8,14,46,28,41,27,27,15,15,16,18,18,16,16,21,15,2
18,16,17,8,14,18,19,17,14,17,31,37,36,16,16,16,16,16,16,16,16,16,16,16,2
4,14,18,8,16,22,12,25,20,10,42,44,44,17,14,14,14,13,13,10,10,14,13,14,1
10,16,19,9,14,20,19,13,9,15,39,27,36,21,19,19,15,10,14,12,18,20,16,14,2
10,15,17,10,15,20,20,17,12,13,38,40,39,17,22,15,22,16,15,15,16,18,16,16,2
10,15,16,12,14,20,21,13,9,18,38,31,23,25,27,27,25,25,24,25,28,28,16,24,2
12,16,16,9,12,20,18,16,10,13,36,28,31,15,21,15,15,12,12,11,15,14,11,13,2
8,13,12,14,11,20,16,21,12,10,38,42,36,22,19,12,20,12,13,13,16,15,14,19,2
20,20,14,5,20,16,24,12,7,17,50,22,31,25,25,13,12,15,10,7,15,23,7,7,2
10,18,12,7,18,20,19,20,10,18,48,38,39,26,22,24,28,20,22,20,26,28,20,24,2
19,19,11,11,18,20,20,16,11,14,41,31,28,13,14,14,19,10,10,10,12,15,12,12,1
11,14,17,8,16,22,21,14,6,17,42,27,49,16,18,17,28,16,16,22,11,28,18,16,2
18,18,14,8,12,18,20,19,10,16,39,29,36,15,16,17,15,18,16,16,12,15,16,16,2
14,18,20,6,16,20,19,14,7,10,46,30,42,24,25,25,25,16,20,16,25,24,10,25,2
14,12,20,12,14,20,19,13,9,14,39,35,44,20,19,20,20,20,20,20,20,20,20,20,2
7,15,18,10,9,21,19,18,15,14,39,43,45,20,24,17,19,16,21,14,24,21,17,17,1
5,16,9,14,18,19,16,18,18,12,43,34,34,10,11,10,12,12,16,16,16,16,16,16,1
17,20,13,7,19,25,18,19,5,7,49,28,49,21,20,21,19,28,11,4,18,28,16,16,2
11,14,18,14,13,17,19,19,13,17,41,37,53,25,25,16,13,13,16,16,20,16,16,16,2
13,16,17,11,14,19,18,14,11,11,39,28,40,14,16,20,22,16,16,20,16,16,16,14,2
11,10,6,13,18,15,19,14,15,22,43,34,24,20,16,16,16,22,8,15,9,19,9,4,2
10,14,15,10,15,18,17,17,13,19,39,34,36,14,17,19,17,17,19,19,20,22,17,19,1
14,17,13,12,16,21,15,22,10,16,37,30,50,22,20,19,22,15,18,16,16,13,14,20,2
14,11,12,11,17,22,18,18,16,17,46,44,49,18,19,15,17,17,21,8,12,25,11,13,1
13,11,13,12,17,20,19,16,10,19,47,35,44,21,26,27,19,25,24,22,24,28,13,23,2
15,13,14,5,14,24,21,16,8,16,47,31,50,17,18,19,18,16,15,18,19,19,16,15,2
18,19,10,12,16,20,18,18,11,19,47,35,51,27,27,27,17,20,14,6,14,19,10,4,1
8,14,13,10,20,20,11,22,17,11,39,35,50,25,26,15,15,5,15,13,12,26,15,8,2
4,10,14,16,19,11,14,17,17,17,34,46,27,15,15,11,21,12,10,25,16,17,18,11,2
15,16,16,11,14,20,13,14,9,16,46,27,45,16,16,28,13,10,16,7,28,28,14,21,2
14,14,13,8,20,23,18,15,6,15,49,26,38,10,11,11,21,13,23,12,25,28,8,11,2
14,12,16,6,9,20,17,15,11,12,36,33,34,28,28,24,24,16,12,19,24,22,16,15,2
14,15,11,9,18,21,12,18,11,13,43,33,43,26,25,22,22,20,22,20,28,14,14,21,1
14,13,15,16,12,18,18,20,12,20,40,35,36,17,16,13,22,12,8,8,15,21,14,12,1
9,11,16,11,14,19,22,15,9,16,42,30,38,23,20,22,23,14,11,10,24,25,13,21,2
8,13,16,14,18,23,24,13,11,16,35,43,54,24,15,24,19,15,16,22,20,22,16,16,1
7,12,13,12,14,16,18,18,14,19,32,36,36,16,16,16,16,16,16,16,16,16,16,16,2
17,14,16,6,18,23,16,15,7,15,41,33,42,14,16,12,16,16,16,16,10,22,10,16,2
10,14,10,14,18,14,22,10,8,15,38,28,33,15,15,16,13,16,14,12,16,16,14,16,1
12,19,11,10,14,20,22,21,19,14,46,46,49,26,28,25,16,22,24,21,15,14,16,10,2
13,13,16,9,13,17,16,18,16,13,33,36,42,14,19,15,20,17,20,20,16,19,20,12,2
9,18,14,7,16,23,16,16,10,17,42,24,43,14,25,22,18,19,16,16,23,22,16,19,2
13,10,19,9,10,19,20,14,6,12,42,25,36,24,24,24,28,20,20,24,24,28,20,24,2
13,10,15,8,12,21,20,18,15,16,44,38,47,19,18,19,13,18,16,16,17,22,16,14,2
18,19,18,13,15,25,19,16,5,11,40,25,34,24,24,20,16,14,12,19,15,23,17,13,2
14,20,12,14,12,17,25,11,5,25,38,24,42,16,16,16,16,16,16,16,16,16,16,22,2
14,17,14,6,20,18,17,14,5,14,45,25,29,21,17,15,15,17,14,25,14,16,14,14,2
20,17,18,10,19,24,20,18,8,17,45,33,58,28,28,16,28,18,23,19,28,23,16,20,2
13,14,12,15,14,21,20,18,11,20,48,32,54,17,25,24,22,24,16,16,22,21,16,22,2
12,13,14,13,12,20,20,17,17,20,31,36,36,17,18,22,22,16,16,16,16,16,16,16,2
10,14,12,5,14,24,25,22,6,11,43,32,45,23,23,16,28,17,28,16,28,28,24,12,1
8,15,15,13,11,18,21,18,11,16,40,30,36,18,18,19,16,14,14,11,16,16,10,11,2
8,12,15,6,15,17,19,19,14,16,40,39,42,15,17,8,22,16,17,15,24,28,15,21,2
17,16,10,13,20,21,19,18,10,15,46,27,39,26,21,24,14,9,4,6,8,17,8,6,2
12,16,16,8,16,23,18,18,8,16,44,29,42,18,18,19,22,20,13,14,19,22,18,18,2
13,12,14,13,14,17,19,17,14,17,40,30,33,22,22,22,22,16,10,16,16,19,16,16,2
9,15,14,9,13,20,17,19,12,15,40,36,36,14,8,4,28,16,11,5,23,16,5,14,1
13,19,16,16,20,24,15,18,6,13,44,24,39,25,28,25,23,18,14,18,28,28,15,20,1
18,12,17,9,15,24,16,22,6,13,47,31,53,26,22,22,22,19,22,14,22,22,18,17,2
20,20,14,14,19,20,19,18,6,19,44,26,20,25,22,22,28,10,16,9,21,28,14,7,2
